País    ;Estado           ;Estado Tránsito      ;Factura compra;Foto;Declaración;Prueba entrega;Consolidado;Das;Fecha registro;Fecha ingreso;Tiempo para foto;Delta foto-registro datos;Delta registro datos-ubicación bodega;Delta ubicación bodega-tránsito;Tiempo en bodega
Colombia;Entregado        ;En aduana            ;No            ;Si  ;Si         ;Si            ;No         ;No ;15/02/2022    ;15/02/2022   ;280,69          ;1007,81                  ;                                     ;                               ;0,89
Colombia;Entregado        ;En aduana            ;No            ;Si  ;Si         ;Si            ;No         ;No ;15/02/2022    ;15/02/2022   ;1430,59         ;15,87                    ;                                     ;                               ;1
Colombia;Entregado        ;En aduana            ;No            ;Si  ;Si         ;Si            ;No         ;No ;15/02/2022    ;15/02/2022   ;1339,11         ;25,72                    ;                                     ;                               ;0,95
Colombia;Entregado        ;En aduana            ;No            ;Si  ;Si         ;Si            ;No         ;No ;15/02/2022    ;15/02/2022   ;331,59          ;30,7                     ;                                     ;                               ;0,25
Colombia;Entregado        ;En aduana            ;No            ;Si  ;Si         ;No            ;No         ;No ;15/02/2022    ;15/02/2022   ;268,84          ;1002,87                  ;                                     ;                               ;0,88
Colombia;Entregado        ;En aduana            ;No            ;Si  ;Si         ;No            ;No         ;No ;15/02/2022    ;15/02/2022   ;266,75          ;1006,9                   ;                                     ;                               ;0,88
Colombia;Entregado        ;En reparto           ;No            ;No  ;Si         ;Si            ;No         ;No ;15/02/2022    ;15/02/2022   ;                ;                         ;189,68                               ;0,17                           ;1,21
Colombia;Entregado        ;En aduana            ;No            ;Si  ;Si         ;No            ;No         ;No ;15/02/2022    ;15/02/2022   ;285,49          ;81,16                    ;                                     ;                               ;0,25
Colombia;Entregado        ;En aduana            ;No            ;Si  ;Si         ;No            ;No         ;No ;15/02/2022    ;15/02/2022   ;289,11          ;972,61                   ;                                     ;                               ;0,88
Colombia;Entregado        ;En aduana            ;No            ;Si  ;Si         ;Si            ;No         ;No ;15/02/2022    ;15/02/2022   ;327,91          ;999,84                   ;165,27                               ;0,17                           ;1,21
Colombia;Entregado        ;En aduana            ;No            ;Si  ;Si         ;Si            ;No         ;No ;15/02/2022    ;15/02/2022   ;1394,82         ;12,32                    ;80,76                                ;1,17                           ;2,2
Colombia;Entregado        ;En aduana            ;No            ;Si  ;Si         ;Si            ;No         ;No ;15/02/2022    ;15/02/2022   ;1401,42         ;-0,23                    ;88,29                                ;9,15                           ;10,19
Colombia;Entregado        ;En reparto           ;No            ;Si  ;Si         ;Si            ;No         ;No ;15/02/2022    ;15/02/2022   ;357,02          ;955,4                    ;174,2                                ;6,18                           ;7,21
Colombia;Por Identificar  ;                     ;No            ;Si  ;No         ;No            ;No         ;No ;15/02/2022    ;15/02/2022   ;1263,8          ;-0,66                    ;222,35                               ;                               ;
Colombia;Entregado        ;En aduana            ;No            ;Si  ;Si         ;Si            ;No         ;No ;15/02/2022    ;15/02/2022   ;1345,06         ;38,41                    ;100,97                               ;1,17                           ;2,2
Colombia;Entregado        ;En aduana            ;No            ;Si  ;Si         ;Si            ;No         ;No ;15/02/2022    ;15/02/2022   ;319,51          ;997,03                   ;                                     ;                               ;0,91
Colombia;Entregado        ;En aduana            ;No            ;Si  ;Si         ;Si            ;No         ;No ;15/02/2022    ;15/02/2022   ;1334,26         ;27,34                    ;                                     ;                               ;0,95
Colombia;Entregado        ;En aduana            ;No            ;No  ;Si         ;No            ;No         ;No ;15/02/2022    ;28/02/2022   ;                ;                         ;111,22                               ;1,02                           ;1,64
Colombia;Entregado        ;En aduana            ;No            ;Si  ;Si         ;Si            ;No         ;No ;15/02/2022    ;15/02/2022   ;1329,9          ;28,42                    ;                                     ;                               ;0,94
Colombia;Entregado        ;En reparto           ;Si            ;Si  ;Si         ;Si            ;No         ;No ;15/02/2022    ;18/02/2022   ;37,11           ;45,71                    ;                                     ;                               ;0,06
Colombia;Entregado        ;En reparto           ;No            ;Si  ;Si         ;Si            ;No         ;No ;15/02/2022    ;15/02/2022   ;353,83          ;961,17                   ;163,82                               ;0,17                           ;1,2
Colombia;Entregado        ;En aduana            ;No            ;Si  ;Si         ;Si            ;No         ;No ;15/02/2022    ;15/02/2022   ;264,05          ;84,63                    ;                                     ;                               ;0,24
Colombia;Entregado        ;En aduana            ;No            ;Si  ;Si         ;Si            ;No         ;No ;15/02/2022    ;15/02/2022   ;258,36          ;993,8                    ;                                     ;                               ;0,87
Colombia;Entregado        ;En reparto           ;No            ;Si  ;Si         ;Si            ;No         ;No ;15/02/2022    ;15/02/2022   ;102,6           ;10,83                    ;                                     ;                               ;0,08
Colombia;Entregado        ;En aduana            ;No            ;Si  ;Si         ;Si            ;No         ;No ;15/02/2022    ;15/02/2022   ;99,32           ;6,19                     ;                                     ;                               ;0,07
Colombia;Entregado        ;En reparto           ;No            ;Si  ;Si         ;Si            ;No         ;No ;15/02/2022    ;15/02/2022   ;148,3           ;9,34                     ;                                     ;                               ;0,11
Colombia;Entregado        ;En aduana            ;No            ;No  ;Si         ;Si            ;No         ;No ;15/02/2022    ;15/02/2022   ;                ;                         ;                                     ;                               ;0,1
Colombia;Entregado        ;En aduana            ;No            ;Si  ;Si         ;No            ;No         ;No ;15/02/2022    ;15/02/2022   ;97,6            ;4,98                     ;                                     ;                               ;0,07
Colombia;Entregado        ;En reparto           ;No            ;Si  ;Si         ;Si            ;No         ;No ;15/02/2022    ;15/02/2022   ;197,41          ;-0,26                    ;18,35                                ;7,05                           ;7,2
Colombia;Entregado        ;En aduana            ;No            ;Si  ;Si         ;Si            ;No         ;No ;15/02/2022    ;15/02/2022   ;82,77           ;7,29                     ;                                     ;                               ;0,06
Colombia;Entregado        ;En reparto           ;No            ;Si  ;Si         ;Si            ;No         ;No ;15/02/2022    ;15/02/2022   ;228             ;1007,89                  ;                                     ;                               ;0,86
Colombia;En Bodega        ;                     ;No            ;No  ;No         ;No            ;No         ;No ;15/02/2022    ;15/02/2022   ;                ;                         ;                                     ;                               ;
Colombia;Entregado        ;En aduana            ;No            ;Si  ;Si         ;Si            ;No         ;No ;15/02/2022    ;15/02/2022   ;1413,28         ;28,47                    ;                                     ;                               ;1
Colombia;Entregado        ;En aduana            ;No            ;Si  ;Si         ;Si            ;No         ;No ;15/02/2022    ;15/02/2022   ;1407,81         ;24,38                    ;                                     ;                               ;0,99
Colombia;Entregado        ;En aduana            ;No            ;Si  ;Si         ;Si            ;No         ;No ;15/02/2022    ;15/02/2022   ;1405,24         ;22,83                    ;                                     ;                               ;0,99
Colombia;Entregado        ;En aduana            ;No            ;Si  ;Si         ;Si            ;No         ;No ;15/02/2022    ;15/02/2022   ;1392,75         ;12,62                    ;                                     ;                               ;0,98
Colombia;Entregado        ;En aduana            ;No            ;Si  ;Si         ;Si            ;No         ;No ;15/02/2022    ;15/02/2022   ;1377,77         ;17,98                    ;                                     ;                               ;0,97
Colombia;Entregado        ;En aduana            ;No            ;Si  ;Si         ;Si            ;No         ;No ;15/02/2022    ;15/02/2022   ;1376,4          ;17,33                    ;                                     ;                               ;0,97
Colombia;Entregado        ;En aduana            ;Si            ;Si  ;Si         ;Si            ;No         ;No ;15/02/2022    ;15/02/2022   ;1348,14         ;1,85                     ;0,24                                 ;1,23                           ;2,17
Colombia;Entregado        ;En aduana            ;No            ;Si  ;Si         ;Si            ;No         ;No ;15/02/2022    ;15/02/2022   ;1387,64         ;13,23                    ;                                     ;                               ;0,97
Colombia;Entregado        ;En reparto           ;No            ;Si  ;Si         ;Si            ;No         ;No ;15/02/2022    ;15/02/2022   ;1398,73         ;29,98                    ;17,15                                ;2,16                           ;3,16
Colombia;Entregado        ;En aduana            ;No            ;Si  ;Si         ;Si            ;No         ;No ;15/02/2022    ;15/02/2022   ;1396,56         ;32,02                    ;                                     ;                               ;0,99
Colombia;Entregado        ;En aduana            ;No            ;Si  ;Si         ;Si            ;No         ;No ;15/02/2022    ;15/02/2022   ;1377,97         ;5,86                     ;                                     ;                               ;0,96
Colombia;Entregado        ;En aduana            ;No            ;Si  ;Si         ;Si            ;No         ;No ;15/02/2022    ;15/02/2022   ;1389,06         ;4,54                     ;                                     ;                               ;0,97
Colombia;En Bodega        ;                     ;No            ;No  ;No         ;No            ;No         ;No ;15/02/2022    ;15/02/2022   ;                ;                         ;                                     ;                               ;
Colombia;Entregado        ;En aduana            ;No            ;Si  ;Si         ;Si            ;No         ;No ;15/02/2022    ;15/02/2022   ;1403,01         ;14,45                    ;                                     ;                               ;0,98
Colombia;Entregado        ;En aduana            ;No            ;Si  ;Si         ;No            ;No         ;No ;15/02/2022    ;15/02/2022   ;1330,02         ;31,2                     ;                                     ;                               ;0,95
Colombia;Entregado        ;En aduana            ;No            ;Si  ;Si         ;Si            ;No         ;No ;15/02/2022    ;15/02/2022   ;1307,26         ;19,32                    ;                                     ;                               ;0,92
Colombia;Entregado        ;En aduana            ;No            ;Si  ;Si         ;Si            ;No         ;No ;15/02/2022    ;15/02/2022   ;1317,47         ;40,63                    ;                                     ;                               ;0,94
Colombia;Entregado        ;En aduana            ;No            ;No  ;Si         ;Si            ;No         ;No ;15/02/2022    ;15/02/2022   ;                ;                         ;                                     ;                               ;0,01
Colombia;Entregado        ;En reparto           ;No            ;No  ;Si         ;Si            ;No         ;No ;15/02/2022    ;15/02/2022   ;                ;                         ;                                     ;                               ;3,15
Colombia;Entregado        ;En aduana            ;No            ;Si  ;Si         ;Si            ;No         ;No ;15/02/2022    ;15/02/2022   ;20,09           ;994,69                   ;47,13                                ;2,23                           ;2,97
Colombia;Entregado        ;En aduana            ;No            ;No  ;Si         ;Si            ;No         ;No ;15/02/2022    ;16/02/2022   ;                ;                         ;16,65                                ;0,97                           ;1,09
Colombia;Entregado        ;En reparto           ;No            ;No  ;Si         ;Si            ;No         ;No ;15/02/2022    ;15/02/2022   ;                ;                         ;                                     ;                               ;2,16
Colombia;Entregado        ;En aduana            ;No            ;Si  ;Si         ;Si            ;No         ;No ;15/02/2022    ;15/02/2022   ;141,05          ;42,72                    ;                                     ;                               ;0,13
Colombia;Entregado        ;En aduana            ;No            ;Si  ;Si         ;No            ;No         ;No ;15/02/2022    ;15/02/2022   ;89,11           ;10,38                    ;                                     ;                               ;0,07
Colombia;Entregado        ;En reparto           ;No            ;Si  ;Si         ;No            ;No         ;No ;15/02/2022    ;15/02/2022   ;74,77           ;4,58                     ;                                     ;                               ;0,06
Colombia;Entregado        ;En aduana            ;No            ;Si  ;Si         ;Si            ;No         ;No ;15/02/2022    ;15/02/2022   ;70,67           ;4,73                     ;                                     ;                               ;0,05
Colombia;Entregado        ;En aduana            ;No            ;Si  ;Si         ;Si            ;No         ;No ;15/02/2022    ;15/02/2022   ;1285,46         ;41,94                    ;                                     ;                               ;0,92
Colombia;Entregado        ;En aduana            ;No            ;Si  ;Si         ;Si            ;No         ;No ;15/02/2022    ;15/02/2022   ;281,7           ;938,92                   ;                                     ;                               ;0,85
Colombia;Entregado        ;En aduana            ;No            ;Si  ;Si         ;Si            ;No         ;No ;15/02/2022    ;15/02/2022   ;1298,61         ;143,25                   ;1324,83                              ;1,22                           ;3,14
Colombia;Entregado        ;En reparto           ;No            ;No  ;Si         ;Si            ;No         ;No ;15/02/2022    ;15/02/2022   ;                ;                         ;                                     ;                               ;1,15
Colombia;Entregado        ;En reparto           ;No            ;No  ;Si         ;Si            ;No         ;No ;15/02/2022    ;15/02/2022   ;                ;                         ;                                     ;                               ;1,15
Colombia;Entregado        ;En reparto           ;Si            ;Si  ;Si         ;Si            ;No         ;No ;15/02/2022    ;15/02/2022   ;76,24           ;8,61                     ;85,62                                ;8                              ;8,12
Colombia;Entregado        ;En aduana            ;No            ;Si  ;Si         ;Si            ;No         ;No ;15/02/2022    ;15/02/2022   ;59,26           ;9,52                     ;                                     ;                               ;0,05
Colombia;Entregado        ;En reparto           ;No            ;Si  ;Si         ;Si            ;No         ;No ;15/02/2022    ;15/02/2022   ;61,41           ;5,18                     ;101,33                               ;1,04                           ;1,15
Colombia;Entregado        ;En aduana            ;No            ;Si  ;Si         ;No            ;No         ;No ;15/02/2022    ;15/02/2022   ;1332,4          ;32,33                    ;                                     ;                               ;0,95
Colombia;Entregado        ;En aduana            ;No            ;Si  ;Si         ;No            ;No         ;No ;15/02/2022    ;15/02/2022   ;1296,65         ;45,86                    ;                                     ;                               ;0,93
Colombia;Entregado        ;En aduana            ;No            ;Si  ;Si         ;Si            ;No         ;No ;15/02/2022    ;16/02/2022   ;366,03          ;19,35                    ;                                     ;                               ;0,27
Colombia;Entregado        ;En aduana            ;No            ;Si  ;Si         ;No            ;No         ;No ;15/02/2022    ;15/02/2022   ;1297,19         ;35,77                    ;                                     ;                               ;0,93
Colombia;Entregado        ;En aduana            ;No            ;Si  ;Si         ;Si            ;No         ;No ;15/02/2022    ;15/02/2022   ;277,76          ;930,29                   ;                                     ;                               ;0,84
Colombia;Entregado        ;En aduana            ;No            ;No  ;Si         ;Si            ;No         ;No ;15/02/2022    ;15/02/2022   ;                ;                         ;182,01                               ;1,97                           ;2,15
Colombia;Entregado        ;En aduana            ;No            ;No  ;Si         ;Si            ;No         ;No ;15/02/2022    ;15/02/2022   ;                ;                         ;                                     ;                               ;2,12
Colombia;Entregado        ;En aduana            ;No            ;No  ;Si         ;Si            ;No         ;No ;15/02/2022    ;15/02/2022   ;                ;                         ;                                     ;                               ;1,12
Colombia;Entregado        ;En reparto           ;No            ;Si  ;Si         ;Si            ;No         ;No ;15/02/2022    ;15/02/2022   ;41,88           ;19,84                    ;28,43                                ;2,04                           ;2,1
Colombia;Entregado        ;En aduana            ;No            ;Si  ;Si         ;Si            ;No         ;No ;15/02/2022    ;15/02/2022   ;45,46           ;-0,21                    ;52,26                                ;3,02                           ;3,09
Colombia;Entregado        ;Demorado en aerolínea;No            ;Si  ;Si         ;Si            ;No         ;No ;15/02/2022    ;15/02/2022   ;31,59           ;9,53                     ;53,52                                ;22,02                          ;22,08
Colombia;Entregado        ;En reparto           ;No            ;Si  ;Si         ;Si            ;No         ;No ;15/02/2022    ;15/02/2022   ;24,07           ;11,21                    ;57,17                                ;1,04                           ;1,1
Colombia;Entregado        ;Entregado a aerolínea;No            ;Si  ;Si         ;Si            ;No         ;No ;15/02/2022    ;15/02/2022   ;52,59           ;31,05                    ;0,54                                 ;10,02                          ;10,08
Colombia;Entregado        ;En aduana            ;No            ;No  ;Si         ;Si            ;No         ;No ;15/02/2022    ;16/02/2022   ;                ;                         ;                                     ;                               ;1,01
Colombia;Entregado        ;En reparto           ;No            ;Si  ;Si         ;Si            ;No         ;No ;15/02/2022    ;15/02/2022   ;30,42           ;25,79                    ;32,42                                ;3,02                           ;3,08
Colombia;Entregado        ;En aduana            ;No            ;Si  ;Si         ;No            ;No         ;No ;15/02/2022    ;15/02/2022   ;13,15           ;9,58                     ;                                     ;                               ;0,02
Colombia;Entregado        ;En reparto           ;No            ;Si  ;Si         ;Si            ;No         ;No ;15/02/2022    ;15/02/2022   ;21,07           ;11,8                     ;47,03                                ;1,04                           ;1,1
Colombia;Entregado        ;En reparto           ;No            ;Si  ;Si         ;Si            ;No         ;No ;15/02/2022    ;15/02/2022   ;3,21            ;8,05                     ;                                     ;                               ;0,01
Colombia;Entregado        ;En reparto           ;Si            ;Si  ;Si         ;Si            ;No         ;No ;15/02/2022    ;15/02/2022   ;6,69            ;3,49                     ;71,08                                ;1,04                           ;1,09
Colombia;Entregado        ;En aduana            ;No            ;Si  ;Si         ;Si            ;No         ;No ;15/02/2022    ;15/02/2022   ;6,48            ;4,48                     ;                                     ;                               ;0,01
Colombia;Entregado        ;En aduana            ;No            ;Si  ;Si         ;Si            ;No         ;No ;15/02/2022    ;15/02/2022   ;8,21            ;7,48                     ;                                     ;                               ;0,01
Colombia;Entregado        ;En aduana            ;No            ;Si  ;Si         ;Si            ;No         ;No ;15/02/2022    ;15/02/2022   ;2,25            ;2,94                     ;                                     ;                               ;0,02
Colombia;Entregado        ;En aduana            ;No            ;No  ;Si         ;Si            ;No         ;No ;15/02/2022    ;15/02/2022   ;                ;                         ;                                     ;                               ;0,01
Colombia;Entregado        ;En reparto           ;No            ;Si  ;Si         ;Si            ;No         ;No ;15/02/2022    ;15/02/2022   ;20,06           ;36                       ;13,74                                ;1,04                           ;1,09
Colombia;Entregado        ;En reparto           ;No            ;Si  ;Si         ;No            ;No         ;No ;15/02/2022    ;15/02/2022   ;18,19           ;22,45                    ;29,63                                ;14,02                          ;14,07
Colombia;Entregado        ;En reparto           ;No            ;Si  ;Si         ;Si            ;No         ;No ;15/02/2022    ;15/02/2022   ;14,54           ;21,22                    ;25,24                                ;3,03                           ;3,07
Colombia;Entregado        ;En aduana            ;No            ;No  ;Si         ;Si            ;No         ;No ;15/02/2022    ;15/02/2022   ;                ;                         ;                                     ;                               ;0,03
Colombia;Entregado        ;En reparto           ;No            ;Si  ;Si         ;No            ;No         ;No ;15/02/2022    ;15/02/2022   ;41,27           ;43,51                    ;                                     ;                               ;0,06
Colombia;Entregado        ;En aduana            ;No            ;Si  ;Si         ;Si            ;No         ;No ;15/02/2022    ;15/02/2022   ;39,3            ;36,73                    ;                                     ;                               ;0,05
Colombia;Entregado        ;En reparto           ;No            ;Si  ;Si         ;Si            ;No         ;No ;15/02/2022    ;15/02/2022   ;30,87           ;19,35                    ;6,18                                 ;1,04                           ;1,08
Colombia;Entregado        ;En aduana            ;No            ;Si  ;Si         ;No            ;No         ;No ;15/02/2022    ;15/02/2022   ;36,08           ;38,11                    ;                                     ;                               ;0,05
Colombia;Entregado        ;En aduana            ;No            ;Si  ;Si         ;No            ;No         ;No ;15/02/2022    ;15/02/2022   ;2829,44         ;-2785,31                 ;7,61                                 ;3,02                           ;3,06
Colombia;Entregado        ;En reparto           ;No            ;Si  ;Si         ;No            ;No         ;No ;15/02/2022    ;15/02/2022   ;37,83           ;68,37                    ;24,63                                ;13,97                          ;14,06
Colombia;Entregado        ;En reparto           ;No            ;Si  ;Si         ;No            ;No         ;No ;15/02/2022    ;15/02/2022   ;30,85           ;66,93                    ;33,26                                ;13,97                          ;14,06
Colombia;Entregado        ;En reparto           ;No            ;Si  ;Si         ;Si            ;No         ;No ;15/02/2022    ;15/02/2022   ;34,61           ;73,03                    ;                                     ;                               ;0,07
Colombia;Entregado        ;En reparto           ;No            ;Si  ;Si         ;Si            ;No         ;No ;15/02/2022    ;15/02/2022   ;49,69           ;71,23                    ;1,92                                 ;0,98                           ;1,07
Colombia;Entregado        ;En reparto           ;No            ;Si  ;Si         ;Si            ;No         ;No ;15/02/2022    ;15/02/2022   ;46,03           ;57,95                    ;16,66                                ;1,98                           ;2,06
Colombia;Entregado        ;En aduana            ;No            ;No  ;Si         ;Si            ;No         ;No ;15/02/2022    ;16/02/2022   ;                ;                         ;                                     ;                               ;0,36
Colombia;Entregado        ;En reparto           ;No            ;Si  ;Si         ;No            ;No         ;No ;15/02/2022    ;15/02/2022   ;44,09           ;24,84                    ;51,51                                ;13,97                          ;14,05
Colombia;Entregado        ;En reparto           ;No            ;Si  ;Si         ;Si            ;No         ;No ;15/02/2022    ;15/02/2022   ;16,25           ;71,93                    ;                                     ;                               ;0,06
Colombia;Entregado        ;En reparto           ;No            ;Si  ;Si         ;Si            ;No         ;No ;15/02/2022    ;15/02/2022   ;10,49           ;40,5                     ;                                     ;                               ;0,04
Colombia;Entregado        ;En reparto           ;No            ;Si  ;Si         ;Si            ;No         ;No ;15/02/2022    ;15/02/2022   ;5,32            ;36,59                    ;75,63                                ;0,98                           ;1,06
Colombia;Entregado        ;En reparto           ;No            ;Si  ;Si         ;Si            ;No         ;No ;15/02/2022    ;15/02/2022   ;100,8           ;-0,39                    ;13,73                                ;0,98                           ;1,06
Colombia;Entregado        ;En reparto           ;Si            ;Si  ;Si         ;Si            ;No         ;No ;15/02/2022    ;15/02/2022   ;41,47           ;59,6                     ;11,16                                ;0,98                           ;1,06
Colombia;Entregado        ;En reparto           ;No            ;Si  ;Si         ;Si            ;No         ;No ;15/02/2022    ;15/02/2022   ;2576,62         ;-2456,37                 ;5,31                                 ;7,94                           ;8,03
Colombia;Entregado        ;En reparto           ;No            ;Si  ;Si         ;Si            ;No         ;No ;15/02/2022    ;15/02/2022   ;2572,31         ;-2455,19                 ;                                     ;                               ;3,04
Colombia;Entregado        ;En reparto           ;No            ;Si  ;Si         ;Si            ;No         ;No ;15/02/2022    ;15/02/2022   ;2812,48         ;-2809,12                 ;115,4                                ;6,99                           ;7,07
Colombia;Entregado        ;En reparto           ;No            ;Si  ;Si         ;Si            ;No         ;No ;15/02/2022    ;15/02/2022   ;2560,31         ;-2449,06                 ;4,5                                  ;6,98                           ;7,07
Colombia;Entregado        ;En reparto           ;No            ;No  ;Si         ;Si            ;No         ;No ;15/02/2022    ;15/02/2022   ;                ;                         ;212,62                               ;0,17                           ;1,05
Colombia;Entregado        ;En aduana            ;No            ;Si  ;Si         ;Si            ;No         ;No ;15/02/2022    ;15/02/2022   ;121             ;958,95                   ;                                     ;                               ;0,75
Colombia;Entregado        ;En reparto           ;No            ;Si  ;Si         ;No            ;No         ;No ;15/02/2022    ;15/02/2022   ;110,29          ;945,59                   ;205,26                               ;13,16                          ;14,03
Colombia;Entregado        ;En aduana            ;No            ;Si  ;Si         ;Si            ;No         ;No ;15/02/2022    ;15/02/2022   ;1146,59         ;37,05                    ;                                     ;                               ;0,82
Colombia;Entregado        ;En aduana            ;No            ;Si  ;Si         ;Si            ;No         ;No ;15/02/2022    ;15/02/2022   ;1170,79         ;24,93                    ;                                     ;                               ;0,83
Colombia;Entregado        ;En aduana            ;No            ;No  ;Si         ;No            ;No         ;No ;15/02/2022    ;15/02/2022   ;                ;                         ;                                     ;                               ;0,02
Colombia;Entregado        ;En aduana            ;No            ;No  ;Si         ;No            ;No         ;No ;15/02/2022    ;15/02/2022   ;                ;                         ;                                     ;                               ;0,01
Colombia;Entregado        ;En aduana            ;No            ;No  ;Si         ;No            ;No         ;No ;15/02/2022    ;15/02/2022   ;                ;                         ;                                     ;                               ;0,01
Colombia;Entregado        ;En aduana            ;No            ;No  ;Si         ;No            ;No         ;No ;15/02/2022    ;15/02/2022   ;                ;                         ;                                     ;                               ;0,01
Colombia;Entregado        ;En aduana            ;No            ;No  ;Si         ;No            ;No         ;No ;15/02/2022    ;15/02/2022   ;                ;                         ;                                     ;                               ;0,01
Colombia;Entregado        ;En aduana            ;No            ;No  ;Si         ;No            ;No         ;No ;15/02/2022    ;15/02/2022   ;                ;                         ;                                     ;                               ;0,01
Colombia;Entregado        ;En aduana            ;No            ;No  ;Si         ;No            ;No         ;No ;15/02/2022    ;15/02/2022   ;                ;                         ;                                     ;                               ;0,01
Colombia;Entregado        ;En aduana            ;No            ;No  ;Si         ;No            ;No         ;No ;15/02/2022    ;15/02/2022   ;                ;                         ;                                     ;                               ;0,01
Colombia;Entregado        ;En aduana            ;No            ;No  ;Si         ;No            ;No         ;No ;15/02/2022    ;15/02/2022   ;                ;                         ;                                     ;                               ;0,01
Colombia;Entregado        ;En aduana            ;No            ;No  ;Si         ;No            ;No         ;No ;15/02/2022    ;15/02/2022   ;                ;                         ;                                     ;                               ;0,01
Colombia;Entregado        ;En aduana            ;No            ;No  ;Si         ;No            ;No         ;No ;15/02/2022    ;15/02/2022   ;                ;                         ;                                     ;                               ;0,01
Colombia;Entregado        ;En reparto           ;Si            ;No  ;Si         ;Si            ;No         ;No ;15/02/2022    ;15/02/2022   ;                ;                         ;                                     ;                               ;0,64
Colombia;Entregado        ;En reparto           ;Si            ;Si  ;Si         ;Si            ;No         ;No ;15/02/2022    ;16/02/2022   ;139,93          ;39,05                    ;                                     ;                               ;0,12
Colombia;Entregado        ;En aduana            ;Si            ;No  ;Si         ;Si            ;No         ;No ;15/02/2022    ;21/02/2022   ;                ;                         ;                                     ;                               ;10,41
Colombia;Entregado        ;En reparto           ;No            ;Si  ;Si         ;Si            ;No         ;No ;15/02/2022    ;18/02/2022   ;7,5             ;43,73                    ;                                     ;                               ;0,04
Colombia;Entregado        ;En reparto           ;No            ;Si  ;Si         ;Si            ;No         ;No ;15/02/2022    ;15/02/2022   ;24,32           ;992,2                    ;                                     ;                               ;0,71
Colombia;Entregado        ;En aduana            ;No            ;Si  ;Si         ;Si            ;No         ;No ;15/02/2022    ;23/02/2022   ;1498,66         ;152,59                   ;                                     ;                               ;1,15
Colombia;Entregado        ;En reparto           ;Si            ;Si  ;Si         ;Si            ;No         ;No ;15/02/2022    ;18/02/2022   ;10,17           ;31,39                    ;                                     ;                               ;0,03
Colombia;Entregado        ;En reparto           ;No            ;No  ;Si         ;Si            ;No         ;No ;15/02/2022    ;15/02/2022   ;                ;                         ;                                     ;                               ;9,95
Colombia;Entregado        ;En reparto           ;No            ;Si  ;Si         ;Si            ;No         ;No ;15/02/2022    ;15/02/2022   ;4,21            ;928,41                   ;193,79                               ;0,17                           ;0,96
Colombia;Entregado        ;En aduana            ;No            ;Si  ;Si         ;No            ;No         ;No ;15/02/2022    ;16/02/2022   ;107,69          ;10,52                    ;                                     ;                               ;0,08
Colombia;Entregado        ;En aduana            ;Si            ;Si  ;Si         ;Si            ;No         ;No ;15/02/2022    ;16/02/2022   ;1391,31         ;14,71                    ;                                     ;                               ;0,98
Colombia;Entregado        ;En aduana            ;No            ;Si  ;Si         ;Si            ;No         ;No ;15/02/2022    ;17/02/2022   ;50,97           ;27,06                    ;                                     ;                               ;0,05
Colombia;Entregado        ;En aduana            ;No            ;Si  ;Si         ;Si            ;No         ;No ;15/02/2022    ;17/02/2022   ;20,4            ;51,44                    ;                                     ;                               ;0,05
Colombia;Entregado        ;En aduana            ;No            ;Si  ;Si         ;Si            ;No         ;No ;15/02/2022    ;17/02/2022   ;13,47           ;86,3                     ;61,12                                ;0,99                           ;1,11
Colombia;Entregado        ;En aduana            ;No            ;No  ;Si         ;Si            ;No         ;No ;15/02/2022    ;22/02/2022   ;                ;                         ;                                     ;                               ;0,49
Colombia;Prealerta        ;                     ;No            ;No  ;No         ;No            ;No         ;No ;15/02/2022    ;15/02/2022   ;                ;                         ;                                     ;                               ;
Colombia;Entregado        ;En aduana            ;No            ;Si  ;Si         ;Si            ;No         ;No ;15/02/2022    ;16/02/2022   ;113,97          ;22,69                    ;                                     ;                               ;0,09
Colombia;Entregado        ;En aduana            ;No            ;Si  ;Si         ;Si            ;No         ;No ;15/02/2022    ;17/02/2022   ;61,76           ;53,57                    ;                                     ;                               ;0,08
Colombia;Entregado        ;En aduana            ;No            ;Si  ;Si         ;Si            ;No         ;No ;15/02/2022    ;16/02/2022   ;384,48          ;971,97                   ;                                     ;                               ;0,94
Colombia;Entregado        ;Entregado a aerolínea;Si            ;No  ;Si         ;Si            ;No         ;No ;15/02/2022    ;17/02/2022   ;                ;                         ;                                     ;                               ;5,34
Colombia;Entregado        ;En aduana            ;Si            ;No  ;No         ;Si            ;No         ;No ;15/02/2022    ;21/02/2022   ;                ;                         ;                                     ;                               ;0,39
Colombia;Entregado        ;En reparto           ;No            ;Si  ;Si         ;Si            ;No         ;No ;15/02/2022    ;24/02/2022   ;1480,34         ;30,17                    ;                                     ;                               ;1,05
Colombia;Entregado        ;En reparto           ;Si            ;No  ;Si         ;Si            ;No         ;No ;15/02/2022    ;22/02/2022   ;                ;                         ;                                     ;                               ;0,7
Colombia;Entregado        ;En reparto           ;No            ;Si  ;Si         ;Si            ;No         ;No ;15/02/2022    ;18/02/2022   ;16,31           ;15,75                    ;                                     ;                               ;0,02
Colombia;Entregado        ;En reparto           ;No            ;Si  ;Si         ;Si            ;No         ;No ;15/02/2022    ;22/02/2022   ;1252,17         ;96,31                    ;                                     ;                               ;0,94
Colombia;Entregado        ;En aduana            ;Si            ;Si  ;Si         ;Si            ;No         ;No ;15/02/2022    ;17/02/2022   ;29,98           ;101,29                   ;                                     ;                               ;0,09
